feature,mean_importance
change_of_curvature,0.03180854163312472
scattering,0.05218893233189133
eigentropy,0.05561524439994285
linearity,0.060845788775968315
planarity,0.07557697088459099
omnivariance,0.10846822884125036
sum_eigenvalues,0.20537844717425022
z_range,0.5073904196024632
anisotropy,0.6599504832198606
