feature,shap_importance
anisotropy,2.4000715725440163
z_range,1.5678501297530292
omnivariance,1.2658378818524119
sum_eigenvalues,1.1779607503492762
planarity,0.6414097759903894
eigentropy,0.3924798034754284
linearity,0.37920786179679444
scattering,0.26714917700376734
change_of_curvature,0.15849901945615932
